SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1300 22nd St #312,San Francisco,CA,94107,998000,1,1.0,San Francisco,894,32000,2016,13,1116,675,Active,,,http://www.redfin.com/CA/San-Francisco/1300-22nd-St-94107/unit-312/home/125805985,San Francisco MLS,421578278,N,Y,37.7578379,-122.3944714
MLS Listing,,Condo/Co-op,159 Shipley St,SAN FRANCISCO,CA,94107,899900,2,1.0,SAN FRANCISCO,801,,1992,14,1123,599,Active,,,http://www.redfin.com/CA/San-Francisco/159-Shipley-94107/home/1985780,MLSListings,ML81855215,N,Y,37.780389,-122.401735
MLS Listing,,Single Family Residential,1831 Balboa St,SAN FRANCISCO,CA,94121,1999000,2,2.0,SAN FRANCISCO,2215,2495,1916,14,902,,Active,,,http://www.redfin.com/CA/San-Francisco/1831-Balboa-St-94121/home/619017,MLSListings,ML81855202,N,Y,37.7763919,-122.4786243
MLS Listing,,Condo/Co-op,201 Folsom St Unit 40E,San Francisco,CA,94105,3685000,3,3.0,San Francisco,1784,75406,2016,14,2066,1325,Active,,,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-40E/home/144064171,San Francisco MLS,421578126,N,Y,37.7887059,-122.3922385
MLS Listing,,Single Family Residential,147 Harold Ave,San Francisco,CA,94112,899000,2,2.0,San Francisco,1000,2809,1912,14,899,,Active,,,http://www.redfin.com/CA/San-Francisco/147-Harold-Ave-94112/home/817098,San Francisco MLS,421578037,N,Y,37.720903,-122.4532812
MLS Listing,,Condo/Co-op,345 Church St Unit 3B,San Francisco,CA,94112,849000,1,1.0,San Francisco,662,26284,1983,14,1282,665,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/345-Church-St-94114/unit-3B/home/1003810,San Francisco MLS,421574808,N,Y,37.7654729,-122.4285975
MLS Listing,,Single Family Residential,731 Noe St,San Francisco,CA,94114,1799000,3,2.0,San Francisco,1465,2993,1909,14,1228,,Active,August-7-2021 01:00 PM,August-7-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/731-Noe-St-94114/home/1165996,San Francisco MLS,421577193,N,Y,37.7573415,-122.4321517
MLS Listing,,Single Family Residential,3726 Judah St,San Francisco,CA,94122,1675000,3,2.0,San Francisco,1660,2495,1941,14,1009,,Active,August-7-2021 01:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3726-Judah-St-94122/home/2016202,San Francisco MLS,421569178,N,Y,37.7608165,-122.502222
MLS Listing,,Condo/Co-op,50 Lansing St #401,San Francisco,CA,94105,1175000,2,2.0,San Francisco,1210,20082,2006,14,971,961,Active,,,http://www.redfin.com/CA/San-Francisco/50-Lansing-St-94105/unit-401/home/22887009,San Francisco MLS,421573928,N,Y,37.786127,-122.3942141
MLS Listing,,Single Family Residential,2507 Post St,San Francisco,CA,94115,1299000,2,1.5,San Francisco,994,2395,1900,14,1307,,Active,August-7-2021 01:00 PM,August-7-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/2507-Post-St-94115/home/590886,San Francisco MLS,421577042,N,Y,37.7836714,-122.4432072
MLS Listing,,Single Family Residential,200 Eagle St,San Francisco,CA,94114,2195000,3,2.5,San Francisco,2037,1463,1932,14,1078,,Active,August-7-2021 02:00 PM,August-7-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/200-Eagle-St-94114/home/1996816,San Francisco MLS,421577732,N,Y,37.7587237,-122.4443773
MLS Listing,,Condo/Co-op,26 Valley St,San Francisco,CA,94110,2495000,3,3.0,San Francisco,2166,2848,,14,1152,,Active,,,http://www.redfin.com/CA/San-Francisco/26-Valley-St-94110/home/1655953,San Francisco MLS,421575504,N,Y,37.7448801,-122.4229215
MLS Listing,,Condo/Co-op,1320 Lyon St,San Francisco,CA,94115,999950,2,1.0,Lower Pac Hts,1676,3078,1887,14,597,450,Active,,,http://www.redfin.com/CA/San-Francisco/1320-Lyon-St-94115/home/1127856,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40960196,N,Y,37.783141,-122.444213
MLS Listing,,Condo/Co-op,2900 Pacific Ave #202,San Francisco,CA,94115,5300000,4,3.0,San Francisco,2720,5746,1929,14,1949,1819,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2900-Pacific-Ave-94115/unit-202/home/1587976,San Francisco MLS,421558403,N,Y,37.7925051,-122.4432818
MLS Listing,,Single Family Residential,3239 Webster St,SAN FRANCISCO,CA,94123,5195000,3,3.5,SAN FRANCISCO,2720,4813,1935,14,1910,,Active,,,http://www.redfin.com/CA/San-Francisco/3239-Webster-St-94123/home/1797635,MLSListings,ML81855073,N,Y,37.8006406,-122.4347576
MLS Listing,,Single Family Residential,352 17th Ave,San Francisco,CA,94121,2798000,4,3.0,San Francisco,3205,3000,1912,14,873,,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/352-17th-Ave-94121/home/2003789,San Francisco MLS,421575369,N,Y,37.7814355,-122.4760619
MLS Listing,,Condo/Co-op,2135 California St #7,San Francisco,CA,94115,1430000,3,2.0,San Francisco,1177,,1922,14,1215,508,Active,August-6-2021 03:00 PM,August-6-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/2135-California-St-94115/unit-7/home/175827188,San Francisco MLS,421576263,N,Y,37.7892176,-122.4295378
MLS Listing,,Condo/Co-op,171 Lexington St,San Francisco,CA,94110,849000,2,1.0,San Francisco,,2000,,14,,498,Active,,,http://www.redfin.com/CA/San-Francisco/171-Lexington-St-94110/home/1413306,San Francisco MLS,421577017,N,Y,37.7606516,-122.4204996
MLS Listing,,Condo/Co-op,2539 Clay St #5,San Francisco,CA,94115,1995000,2,2.0,San Francisco,1550,4011,1909,14,1287,600,Active,August-8-2021 01:00 PM,August-8-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/2539-Clay-St-94115/unit-5/home/568669,San Francisco MLS,421577211,N,Y,37.7903986,-122.4348715
MLS Listing,,Multi-Family (2-4 Unit),224 27th St,San Francisco,CA,94131,1859000,7,3.0,San Francisco,3130,2850,1900,14,594,,Active,,,http://www.redfin.com/CA/San-Francisco/224-27th-St-94131/home/804634,San Francisco MLS,421575698,N,Y,37.7471317,-122.4257331
MLS Listing,,Single Family Residential,3819 - 3821 23rd St,San Francisco,CA,94114,2400000,4,3.0,San Francisco,3080,1950,1905,14,779,,Active,,,http://www.redfin.com/CA/San-Francisco/3819-23rd-St-94114/home/1758927,San Francisco MLS,421577203,N,Y,37.7530857,-122.4280637
MLS Listing,,Condo/Co-op,206 STEINER #2,San Francisco,CA,94117,895950,1,1.0,Haight/Ashbury,555,,1911,14,1614,509,Active,,,http://www.redfin.com/CA/San-Francisco/206-Steiner-St-94117/unit-2/home/581380,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40959503,N,Y,37.7711885,-122.4317299
MLS Listing,,Condo/Co-op,427 14th St,San Francisco,CA,94103,948000,1,1.0,San Francisco,,3249,,14,,225,Active,August-7-2021 01:00 PM,August-7-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/427-14th-St-94103/home/1003756,San Francisco MLS,421576253,N,Y,37.7678711,-122.4229045
MLS Listing,,Single Family Residential,110 Aptos Ave,SAN FRANCISCO,CA,94127,2388000,3,2.0,SAN FRANCISCO,1947,4064,1927,14,1227,31,Active,,,http://www.redfin.com/CA/San-Francisco/110-Aptos-Ave-94127/home/699239,MLSListings,ML81854991,N,Y,37.7300256,-122.4665605
MLS Listing,,Condo/Co-op,380 Monterey Blvd #202,San Francisco,CA,94131,685000,1,1.0,San Francisco,653,17200,1980,14,1049,452,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/380-Monterey-Blvd-94131/unit-202/home/1670309,San Francisco MLS,421577060,N,Y,37.7318046,-122.4440256
MLS Listing,,Single Family Residential,129 Meadowbrook Dr,San Francisco,CA,94132,1588000,3,2.0,San Francisco,1678,2500,1941,14,946,,Active,August-7-2021 01:00 PM,August-7-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/129-Meadowbrook-Dr-94132/home/839464,San Francisco MLS,421570685,N,Y,37.731858,-122.48477
MLS Listing,,Condo/Co-op,72 Townsend St #707,San Francisco,CA,94107,1250000,1,1.5,San Francisco,851,,,15,1469,825,Active,,,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-707/home/109464836,San Francisco MLS,421568687,N,Y,37.7812595,-122.3902125
MLS Listing,,Single Family Residential,151 Mangels Ave,SAN FRANCISCO,CA,94131,1398000,4,2.5,SAN FRANCISCO,1239,2500,1950,15,1128,,Active,,,http://www.redfin.com/CA/San-Francisco/151-Mangels-Ave-94131/home/2017567,MLSListings,ML81854968,N,Y,37.732918,-122.4409512
MLS Listing,,Condo/Co-op,3986 18th St,San Francisco,CA,94114,795000,2,1.0,San Francisco,950,1873,1900,15,837,250,Active,,,http://www.redfin.com/CA/San-Francisco/3986-18th-St-94114/home/174277606,San Francisco MLS,421575921,N,Y,37.7611683,-122.4323969
MLS Listing,,Condo/Co-op,601 Van Ness Ave #744,San Francisco,CA,94102,490000,1,1.0,San Francisco,751,105806,1982,15,652,940,Active,August-7-2021 01:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-744/home/2010156,San Francisco MLS,421576863,N,Y,37.7813653,-122.4215253
MLS Listing,,Multi-Family (2-4 Unit),437 - 443 Austin St,San Francisco,CA,94109,2650000,12,2.0,San Francisco,5661,1873,1900,15,468,,Active,,,http://www.redfin.com/CA/San-Francisco/437-Austin-St-94109/home/569316,San Francisco MLS,421576377,N,Y,37.7883239,-122.4260679
MLS Listing,,Condo/Co-op,555 Innes Ave #211,SAN FRANCISCO,CA,94124,589999,1,1.0,SAN FRANCISCO,603,,2016,15,978,469,Active,,,http://www.redfin.com/CA/San-Francisco/555-Innes-Ave-94124/unit-211/home/99819338,MLSListings,ML81854874,N,Y,37.7281082,-122.3692429
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 9E,San Francisco,CA,94102,1295000,2,2.0,San Francisco,912,,2021,15,1420,696,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-9E/home/175798369,San Francisco MLS,421576784,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,199 Tiffany Ave #310,San Francisco,CA,94110,949000,2,2.0,San Francisco,1171,25598,2004,15,810,753,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/199-Tiffany-Ave-94110/unit-310/home/22888288,San Francisco MLS,421572848,N,Y,37.7443418,-122.4216436
MLS Listing,,Other,1909-1911 Ellis St,SAN FRANCISCO,CA,94115,3600000,6,4.0,SAN FRANCISCO,3436,3438,1900,15,1048,,Active,,,http://www.redfin.com/CA/San-Francisco/1909-Ellis-St-94115/home/1903879,MLSListings,ML81854763,N,Y,37.7813928,-122.4378654
MLS Listing,,Single Family Residential,2085 Ocean Ave,San Francisco,CA,94127,1990000,4,3.0,San Francisco,2729,7762,1922,15,729,,Active,,,http://www.redfin.com/CA/San-Francisco/2085-Ocean-Ave-94127/home/1599427,San Francisco MLS,421576224,N,Y,37.7262758,-122.4656807
MLS Listing,,Single Family Residential,1506 25th St,San Francisco,CA,94107,1875000,4,3.0,San Francisco,2520,2500,1900,15,744,,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1506-25th-St-94107/home/1362019,San Francisco MLS,421570510,N,Y,37.7526738,-122.3940067
MLS Listing,,Condo/Co-op,12 Valletta Ct,San Francisco,CA,94131,1495000,3,2.0,San Francisco,1880,3366,1977,16,795,225,Active,August-8-2021 11:00 AM,August-8-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/12-Valletta-Ct-94131/home/17164378,San Francisco MLS,421567335,N,Y,37.7366321,-122.4445073
MLS Listing,,Condo/Co-op,4343 3rd St #404,San Francisco,CA,94124,497576,3,2.0,San Francisco,1142,9845,2007,16,436,588,Active,August-18-2021 05:00 PM,August-18-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/4343-3rd-St-94124/unit-404/home/12277992,San Francisco MLS,421576463,N,Y,37.7380628,-122.3892492
MLS Listing,,Single Family Residential,131 Randolph St,San Francisco,CA,94132,850000,2,1.0,San Francisco,960,1973,1906,16,885,,Active,,,http://www.redfin.com/CA/San-Francisco/131-Randolph-St-94132/home/1096261,San Francisco MLS,421576455,N,Y,37.7141324,-122.4640825
MLS Listing,,Condo/Co-op,3900 Folsom St #3900,San Francisco,CA,94110,1050000,2,1.0,San Francisco,920,,1917,16,1141,201,Active,August-7-2021 11:00 AM,August-7-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/3900-Folsom-St-94110/unit-3900/home/2009031,San Francisco MLS,421573159,N,Y,37.73822,-122.41354
MLS Listing,,Condo/Co-op,301 Mission St #303,San Francisco,CA,94105,1395000,1,2.0,San Francisco,1395,50667,2009,16,1000,2725,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-303/home/40082222,San Francisco MLS,421574346,N,Y,37.7903824,-122.3961531
MLS Listing,,Multi-Family (5+ Unit),250 Douglass St,San Francisco,CA,94114,5850000,0,,San Francisco,8395,8319,1885,16,697,,Active,,,http://www.redfin.com/CA/San-Francisco/250-Douglass-St-94114/home/1271562,San Francisco MLS,421576117,N,Y,37.7596359,-122.4395432
MLS Listing,,Single Family Residential,12 Brumiss Ter,San Francisco,CA,94112,1250000,5,3.0,San Francisco,2068,2099,1927,16,604,,Active,August-8-2021 01:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/12-Brumiss-Ter-94112/home/1056038,San Francisco MLS,421574788,N,Y,37.7085383,-122.4519682
MLS Listing,,Single Family Residential,283 Dalewood Way,SAN FRANCISCO,CA,94127,1800000,3,2.5,SAN FRANCISCO,1905,4521,1959,17,945,,Active,,,http://www.redfin.com/CA/San-Francisco/283-Dalewood-Way-94127/home/1604687,MLSListings,ML81854539,N,Y,37.7383652,-122.4593074
MLS Listing,,Condo/Co-op,555 Innes Ave #308,SAN FRANCISCO,CA,94124,599000,1,1.0,SAN FRANCISCO,611,,2016,17,980,479,Active,,,http://www.redfin.com/CA/San-Francisco/555-Innes-Ave-94124/unit-308/home/107401902,MLSListings,ML81854517,N,Y,37.7281082,-122.3692429
MLS Listing,,Condo/Co-op,960 Market St #208,San Francisco,CA,94102,590000,1,1.0,San Francisco,396,,,17,1490,598,Active,,,http://www.redfin.com/CA/San-Francisco/960-Market-St-94102/unit-208/home/175759564,San Francisco MLS,421575999,N,Y,37.7831239,-122.4095552
MLS Listing,,Condo/Co-op,3966 18Th St,San Francisco,CA,94114,1390000,2,2.0,Noe Valley,1525,2848,1931,17,911,,Active,August-7-2021 12:00 PM,August-7-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/3966-18th-St-94114/home/1980932,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40959621,N,Y,37.7613098,-122.4320758
MLS Listing,,Condo/Co-op,400 Beale St #1210,San Francisco,CA,94105,824900,1,1.0,South Beach,669,,2001,17,1233,835,Active,,,http://www.redfin.com/CA/San-Francisco/400-Beale-St-94105/unit-1210/home/12399549,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40959618,N,Y,37.7870715,-122.3909973
MLS Listing,,Condo/Co-op,1080 Chestnut St Unit 3B,San Francisco,CA,94109,1395000,1,1.5,San Francisco,1224,,,17,1140,1473,Active,,,http://www.redfin.com/CA/San-Francisco/1080-Chestnut-St-94109/unit-3B/home/12399687,San Francisco MLS,421557076,N,Y,37.803057,-122.4210212
MLS Listing,,Condo/Co-op,1160 Mission St #1113,SAN FRANCISCO,CA,94103,1249000,2,2.0,SAN FRANCISCO,1131,,2008,17,1104,972,Active,August-7-2021 01:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1113/home/17306104,MLSListings,ML81854290,N,Y,37.7786972,-122.4126145
MLS Listing,,Townhouse,31 Kirkwood Ave,San Francisco,CA,94124,1210000,3,2.5,San Francisco,1522,,2019,17,795,313,Active,,,http://www.redfin.com/CA/San-Francisco/31-Kirkwood-Ave-94124/home/146916937,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40959564,N,Y,37.72669,-122.36964
MLS Listing,,Condo/Co-op,631 Folsom St Unit 16F,San Francisco,CA,94107,1395000,2,2.0,San Francisco,1190,38089,2009,17,1172,1023,Active,August-7-2021 12:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/631-Folsom-St-94107/unit-16F/home/21966544,San Francisco MLS,421575418,N,Y,37.7847302,-122.3968612
MLS Listing,,Condo/Co-op,1433 Bush St #305,San Francisco,CA,94109,589000,0,1.0,San Francisco,,,2019,17,,513,Active,August-7-2021 11:00 AM,August-7-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/1433-Bush-St-94109/unit-305/home/167120841,San Francisco MLS,421563626,N,Y,37.7885311,-122.420976
MLS Listing,,Single Family Residential,115 Saint Marys Ave,SAN FRANCISCO,CA,94112,1290000,6,3.5,SAN FRANCISCO,1800,3123,1900,18,717,,Active,,,http://www.redfin.com/CA/San-Francisco/115-St-Marys-Ave-94112/home/114084055,MLSListings,ML81852069,N,Y,37.7344549,-122.427951
MLS Listing,,Condo/Co-op,601 Van Ness Ave #948,San Francisco,CA,94102,399000,0,1.0,San Francisco,523,105806,1982,18,763,850,Active,August-8-2021 01:00 PM,August-8-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-948/home/576273,San Francisco MLS,421575336,N,Y,37.7813653,-122.4215253
MLS Listing,,Condo/Co-op,280 Spear St Unit 34F,San Francisco,CA,94105,4695000,3,3.0,San Francisco,2001,47916,,18,2346,1435,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-34F/home/160775558,San Francisco MLS,421575433,N,Y,37.7903739,-122.3913812
MLS Listing,,Condo/Co-op,1545 Pine St #903,San Francisco,CA,94109,1160000,1,1.0,San Francisco,737,14553,2017,18,1574,919,Active,,,http://www.redfin.com/CA/San-Francisco/1545-Pine-St-94109/unit-903/home/169565981,San Francisco MLS,421575429,N,Y,37.7893082,-122.4211982
MLS Listing,,Condo/Co-op,329 Bay St #307,San Francisco,CA,94133,1290000,2,2.0,San Francisco,1225,8580,2007,18,1053,698,Active,August-7-2021 11:00 AM,August-7-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/329-Bay-St-94133/unit-307/home/21967118,San Francisco MLS,421572937,N,Y,37.8055104,-122.4126562
MLS Listing,,Condo/Co-op,3680 16th St,San Francisco,CA,94114,1595000,4,3.0,San Francisco,1538,2874,1900,19,1037,300,Active,August-8-2021 01:00 PM,August-8-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/3680-16th-St-94114/home/175740511,San Francisco MLS,421574974,N,Y,37.7644194,-122.4348365
MLS Listing,,Single Family Residential,2709 Jackson St,San Francisco,CA,94115,6500000,7,,San Francisco,6187,3510,,19,1051,,Active,,,http://www.redfin.com/CA/San-Francisco/2709-Jackson-St-94115/home/1562406,San Francisco MLS,421575312,N,Y,37.7914953,-122.4401634
MLS Listing,,Single Family Residential,642 43rd Ave,San Francisco,CA,94121,1798000,3,2.0,San Francisco,1785,2996,1926,19,1007,,Active,August-7-2021 02:00 PM,August-7-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/642-43rd-Ave-94121/home/620233,San Francisco MLS,421574487,N,Y,37.7764693,-122.5035259
MLS Listing,,Condo/Co-op,1925 Pacific Ave #3,San Francisco,CA,94109,2095000,3,2.0,San Francisco,,4992,1918,20,,1008,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1925-Pacific-Ave-94109/unit-3/home/1466983,San Francisco MLS,421574733,N,Y,37.7942104,-122.4270382
MLS Listing,,Multi-Family (2-4 Unit),194 - 196 Jules Ave,San Francisco,CA,94112,1450000,4,2.0,San Francisco,2200,1873,1946,20,659,,Active,,,http://www.redfin.com/CA/San-Francisco/194-Jules-Ave-94112/home/820260,San Francisco MLS,421544132,N,Y,37.7217137,-122.4609936
MLS Listing,,Single Family Residential,800 Monterey Blvd,San Francisco,CA,94127,1688000,4,2.0,San Francisco,1884,4822,1926,20,896,,Active,August-7-2021 01:30 PM,August-7-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/800-Monterey-Blvd-94127/home/2013694,San Francisco MLS,421574415,N,Y,37.7317753,-122.4536115
MLS Listing,,Single Family Residential,283 Madrid St,San Francisco,CA,94112,1150000,2,1.0,San Francisco,750,1300,1922,21,1533,,Active,,,http://www.redfin.com/CA/San-Francisco/283-Madrid-St-94112/home/773261,San Francisco MLS,421570718,N,Y,37.7249185,-122.4300576
MLS Listing,,Condo/Co-op,555 4th St #618,San Francisco,CA,94107,1095000,2,2.0,San Francisco,1161,63237,2006,21,943,725,Active,,,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-618/home/22887278,BAREIS,421574905,N,Y,37.7793967,-122.3967727
MLS Listing,,Condo/Co-op,301 Mission St Unit 18E,San Francisco,CA,94105,1295000,2,2.0,San Francisco,1098,50667,2009,21,1179,1620,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-18E/home/40142398,San Francisco MLS,421574340,N,Y,37.7903824,-122.3961531
