SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1001 Pine St #809,SAN FRANCISCO,CA,94109,698000,1,1.0,SAN FRANCISCO,616,,1963,1,1133,636,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1001-Pine-St-94109/unit-809/home/1135226,MLSListings,ML81857160,N,Y,37.790348,-122.412568
MLS Listing,,Single Family Residential,618 Mangels Ave,San Francisco,CA,94127,1798000,3,3.0,San Francisco,1920,3746,1912,1,936,,Active,August-7-2021 12:00 PM,August-7-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/618-Mangels-Ave-94127/home/1719034,San Francisco MLS,421582030,N,Y,37.7332736,-122.4516557
MLS Listing,,Condo/Co-op,163 Shipley St,San Francisco,CA,94107,925000,2,1.0,San Francisco,801,10427,1992,9,1155,599,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/163-Shipley-94107/home/1950146,San Francisco MLS,421576170,N,Y,37.7805383,-122.4018925
MLS Listing,,Condo/Co-op,900 Bush St #714,San Francisco,CA,94109,699000,2,2.0,San Francisco,802,,1982,23,872,1113,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/900-Bush-St-94109/unit-714/home/1914588,San Francisco MLS,421573013,N,Y,37.7899069,-122.4123875
MLS Listing,,Condo/Co-op,1117 Ocean Ave #308,San Francisco,CA,94112,1198000,3,2.5,San Francisco,1450,7642,2005,63,826,705,Active,,,http://www.redfin.com/CA/San-Francisco/1117-Ocean-Ave-94112/unit-308/home/12278050,San Francisco MLS,421559724,N,Y,37.723237,-122.4545155
MLS Listing,,Multi-Family (2-4 Unit),22 30th St,San Francisco,CA,94110,998000,3,2.0,San Francisco,1604,801,1907,66,622,,Active,,,http://www.redfin.com/CA/San-Francisco/22-30th-St-94110/home/808517,San Francisco MLS,421558100,N,Y,37.7424885,-122.422707
MLS Listing,,Condo/Co-op,388 Fulton St #405,SAN FRANCISCO,CA,94102,898000,2,1.0,SAN FRANCISCO,720,,2016,94,1247,639,Active,,,http://www.redfin.com/CA/San-Francisco/388-Fulton-St-94102/unit-405/home/105419644,MLSListings,ML81842102,N,Y,37.7790326,-122.4231449
MLS Listing,,Condo/Co-op,248 Myrtle St,San Francisco,CA,94109,799000,2,1.0,San Francisco,975,3828,1900,95,819,461,Active,August-7-2021 01:00 PM,August-7-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/248-Myrtle-St-94109/home/1491675,San Francisco MLS,421544867,N,Y,37.7852487,-122.4221514
MLS Listing,,Condo/Co-op,91 6th Ave,San Francisco,CA,94118,1795000,3,,San Francisco,1590,4415,1909,1,1129,406,Active,,,http://www.redfin.com/CA/San-Francisco/91-6th-Ave-94118/home/1031726,San Francisco MLS,421582074,N,Y,37.786839,-122.46498
MLS Listing,,Single Family Residential,161 Anderson St,San Francisco,CA,94110,1595000,3,2.0,San Francisco,1429,1750,1908,1,1116,,Active,August-7-2021 11:00 AM,August-7-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/161-Anderson-St-94110/home/1132801,San Francisco MLS,421579723,N,Y,37.7408046,-122.4149706
MLS Listing,,Single Family Residential,3901 - 3901 1/2 Folsom St,San Francisco,CA,94110,1439000,3,2.0,San Francisco,2096,1751,1900,1,687,,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3657-1-2-Folsom-St-94110/home/176019046,San Francisco MLS,421581535,N,Y,37.7407178,-122.4131462
MLS Listing,,Condo/Co-op,2878 Sacramento St #6,San Francisco,CA,94115,950000,1,1.0,San Francisco,,,,1,,400,Active,August-8-2021 02:00 AM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2878-Sacramento-St-94115/unit-6/home/1963879,San Francisco MLS,421574446,N,Y,37.7892369,-122.4402289
MLS Listing,,Single Family Residential,599 24th Ave,San Francisco,CA,94121,1850000,3,2.0,San Francisco,2120,2060,1914,1,873,,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/599-24th-Ave-94121/home/1888738,San Francisco MLS,421580131,N,Y,37.7783469,-122.483799
MLS Listing,,Single Family Residential,3009 Webster St,San Francisco,CA,94123,3750000,4,2.5,San Francisco,2774,2610,1900,1,1352,,Active,August-7-2021 01:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3009-Webster-St-94123/home/562464,San Francisco MLS,421582562,N,Y,37.798412,-122.434344
MLS Listing,,Condo/Co-op,3943 26th St,SAN FRANCISCO,CA,94131,1198000,2,1.0,SAN FRANCISCO,881,,1900,1,1360,271,Active,August-7-2021 10:00 AM,August-7-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/3943-26th-St-94131/home/21966292,MLSListings,ML81857180,N,Y,37.748194,-122.428116
MLS Listing,,Condo/Co-op,2160 Hayes St #3,San Francisco,CA,94117,2495000,3,3.0,San Francisco,1701,3725,2021,1,1467,565,Active,August-8-2021 01:00 PM,August-8-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/2160-Hayes-St-94117/unit-3/home/176017312,San Francisco MLS,421582356,N,Y,37.7733835,-122.4519189
MLS Listing,,Condo/Co-op,2160 Hayes St #2,San Francisco,CA,94117,2025000,3,3.0,San Francisco,1623,3725,2021,1,1248,565,Active,August-8-2021 01:00 PM,August-8-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/2160-Hayes-St-94117/unit-2/home/176016945,San Francisco MLS,421582358,N,Y,37.7733835,-122.4519189
MLS Listing,,Condo/Co-op,4617 California St,SAN FRANCISCO,CA,94118,999000,2,1.0,SAN FRANCISCO,1313,,1910,1,761,,Active,August-7-2021 12:00 PM,August-7-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/4617-California-St-94118/home/932210,MLSListings,ML81857166,N,Y,37.784519,-122.4670545
MLS Listing,,Condo/Co-op,413 Lyon St Unit A,San Francisco,CA,94117,1695000,2,2.0,San Francisco,1390,2809,1900,1,1219,,Active,August-6-2021 04:30 PM,August-6-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/413-Lyon-St-94117/unit-A/home/176016776,San Francisco MLS,421580308,N,Y,37.774804,-122.4431188
MLS Listing,,Condo/Co-op,413 Lyon St,San Francisco,CA,94117,2895000,4,3.5,San Francisco,2450,2809,1900,1,1182,,Active,August-6-2021 04:30 PM,August-6-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/413-Lyon-St-94117/home/1492342,San Francisco MLS,421576150,N,Y,37.774804,-122.4431188
MLS Listing,,Multi-Family (2-4 Unit),648 - 652 South Van Ness Ave,San Francisco,CA,94110,2095000,6,1.0,San Francisco,4275,3062,1911,1,490,,Active,,,http://www.redfin.com/CA/San-Francisco/648-S-Van-Ness-Ave-94110/home/709279,San Francisco MLS,421582355,N,Y,37.762706,-122.4176053
MLS Listing,,Single Family Residential,208 Fair Oaks St,San Francisco,CA,94110,4600000,8,,San Francisco,4463,3643,1900,1,1031,,Active,August-8-2021 12:00 PM,August-8-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/208-Fair-Oaks-St-94110/home/1292427,San Francisco MLS,421582500,N,Y,37.7531053,-122.4244043
MLS Listing,,Condo/Co-op,2779 Folsom St #5,San Francisco,CA,94110,2495000,3,3.5,San Francisco,2292,8260,,1,1089,708,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2779-Folsom-St-94110/unit-5/home/176015649,San Francisco MLS,421582494,N,Y,37.752965,-122.413713
MLS Listing,,Condo/Co-op,1974 Bush St,San Francisco,CA,94115,2495000,3,2.5,San Francisco,2231,4125,1900,1,1118,,Active,,,http://www.redfin.com/CA/San-Francisco/1974-Bush-St-94115/home/12395537,San Francisco MLS,421577927,N,Y,37.787777,-122.429784
MLS Listing,,Single Family Residential,1901 32nd Ave,SAN FRANCISCO,CA,94116,1098000,2,1.0,SAN FRANCISCO,825,1437,1942,1,1331,,Active,,,http://www.redfin.com/CA/San-Francisco/1901-32nd-Ave-94116/home/1889283,MLSListings,ML81857151,N,Y,37.7516137,-122.4904713
MLS Listing,,Condo/Co-op,8 Buchanan St #209,San Francisco,CA,94102,849000,1,1.0,San Francisco,721,,2014,1,1178,524,Active,,,http://www.redfin.com/CA/San-Francisco/8-Buchanan-St-94102/unit-209/home/110051636,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40962097,N,Y,37.7699896,-122.426517
MLS Listing,,Condo/Co-op,360 10th St #2,San Francisco,CA,94103,1095000,1,2.0,San Francisco,1324,2724,2001,1,827,757,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/360-10th-St-94103/unit-2/home/856912,San Francisco MLS,421580128,N,Y,37.7718639,-122.4121366
MLS Listing,,Single Family Residential,3224 Folsom St,San Francisco,CA,94110,1695000,2,2.0,San Francisco,1499,2000,1900,1,1131,,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3224-Folsom-St-94110/home/756119,San Francisco MLS,421581684,N,Y,37.7465786,-122.4137539
MLS Listing,,Condo/Co-op,2171 Sacramento St #8,San Francisco,CA,94109,749000,1,1.0,San Francisco,684,5538,1970,1,1095,612,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2171-Sacramento-St-94109/unit-8/home/570523,San Francisco MLS,421582248,N,Y,37.7903955,-122.4286044
MLS Listing,,Condo/Co-op,2170 Harrison St #8,San Francisco,CA,94110,1195000,2,1.5,San Francisco,1485,,1997,1,805,596,Active,August-7-2021 01:00 PM,August-7-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/2170-Harrison-St-94110/unit-8/home/12395686,San Francisco MLS,421581990,N,Y,37.7625531,-122.413057
MLS Listing,,Condo/Co-op,425 1st St #1505,San Francisco,CA,94105,839000,1,,San Francisco,710,56024,2008,1,1182,1066,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-1505/home/17304946,San Francisco MLS,421582258,N,Y,37.785708,-122.392204
MLS Listing,,Condo/Co-op,45 Fountain St,San Francisco,CA,94114,999000,2,1.0,San Francisco,,3125,,1,,,Active,August-7-2021 12:00 PM,August-7-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/45-Fountain-St-94114/home/28938889,San Francisco MLS,421582415,N,Y,37.7501548,-122.4413055
MLS Listing,,Condo/Co-op,280 Spear St Unit 18D,San Francisco,CA,94105,1720000,2,2.0,San Francisco,1072,47916,,1,1604,1181,Active,,,http://www.redfin.com/CA/San-Francisco/280-Spear-St-94105/unit-18D/home/176013633,San Francisco MLS,421582467,N,Y,37.7904356,-122.3918209
MLS Listing,,Condo/Co-op,260 King St #703,San Francisco,CA,94107,1295000,2,2.0,San Francisco,1286,213232,2004,1,1007,944,Active,August-7-2021 12:00 PM,August-7-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-703/home/22889383,San Francisco MLS,421566500,N,Y,37.7776624,-122.3938672
MLS Listing,,Condo/Co-op,1550 Jackson St #1,San Francisco,CA,94109,748000,1,1.0,San Francisco,633,3192,1912,1,1182,275,Active,August-7-2021 02:30 PM,August-7-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/1550-Jackson-St-94109/unit-1/home/854182,San Francisco MLS,421573098,N,Y,37.794454,-122.420649
MLS Listing,,Single Family Residential,110 Castenada Ave,SAN FRANCISCO,CA,94116,2088000,4,3.0,SAN FRANCISCO,2354,3724,1961,1,887,57,Active,August-6-2021 05:00 PM,August-6-2021 07:00 PM,http://www.redfin.com/CA/San-Francisco/110-Castenada-Ave-94116/home/680724,MLSListings,ML81857096,N,Y,37.7494035,-122.4622706
MLS Listing,,Multi-Family (5+ Unit),620 Eddy St,San Francisco,CA,94109,6959000,2,,San Francisco,17546,6300,1910,1,397,,Active,,,http://www.redfin.com/CA/San-Francisco/620-Eddy-St-94109/home/577126,San Francisco MLS,421580413,N,Y,37.7834871,-122.4180833
MLS Listing,,Multi-Family (5+ Unit),237 Leavenworth St,San Francisco,CA,94102,5200000,0,,San Francisco,11960,3781,1922,1,435,,Active,,,http://www.redfin.com/CA/San-Francisco/237-Leavenworth-St-94102/home/555000,San Francisco MLS,421580404,N,Y,37.7832608,-122.4145392
MLS Listing,,Condo/Co-op,3035 Judah St,San Francisco,CA,94122,995000,2,1.0,San Francisco,947,2490,1945,1,1051,250,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3035-Judah-St-94122/home/45441939,San Francisco MLS,421582401,N,Y,37.7606767,-122.4947365
MLS Listing,,Condo/Co-op,2357 Jackson St #6,San Francisco,CA,94115,1100000,1,1.0,San Francisco,,3203,1895,1,,416,Active,August-8-2021 11:00 AM,August-8-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/2357-Jackson-St-94115/unit-6/home/566020,San Francisco MLS,421573603,N,Y,37.792299,-122.433763
MLS Listing,,Condo/Co-op,1483 Sutter St #419,San Francisco,CA,94109,650000,1,1.0,San Francisco,758,48636,1993,1,858,756,Active,August-8-2021 11:00 AM,August-8-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/1483-Sutter-St-94109/unit-419/home/1991813,San Francisco MLS,421578734,N,Y,37.7869544,-122.4241886
MLS Listing,,Single Family Residential,4229 Moraga St,San Francisco,CA,94122,1995000,4,3.0,San Francisco,2444,1873,1947,1,816,,Active,August-8-2021 01:00 PM,August-8-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/4229-Moraga-St-94122/home/1992630,San Francisco MLS,421577148,N,Y,37.7545404,-122.5082309
MLS Listing,,Condo/Co-op,38 Bryant St #905,San Francisco,CA,94105,875000,1,1.0,San Francisco,722,32017,1994,1,1212,636,Active,,,http://www.redfin.com/CA/San-Francisco/38-Bryant-St-94105/unit-905/home/2019404,San Francisco MLS,421582320,N,Y,37.7873536,-122.3888066
MLS Listing,,Single Family Residential,79 Karen Ct,San Francisco,CA,94134,1250000,4,,San Francisco,1850,1560,2002,1,,,Active,August-7-2021 12:00 PM,August-7-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/79-Karen-Ct-94134/home/1689831,MetroList,421581556,N,Y,37.7232853,-122.406829
MLS Listing,,Single Family Residential,3724 Moraga St,San Francisco,CA,94122,1195000,3,2.0,San Francisco,1069,2495,1941,1,1118,,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3724-Moraga-St-94122/home/1270733,San Francisco MLS,421582327,N,Y,37.7551446,-122.5028186
MLS Listing,,Condo/Co-op,1345 16th Ave #10,San Francisco,CA,94122,799000,2,1.0,San Francisco,911,6000,1924,1,877,375,Active,August-8-2021 12:00 PM,August-8-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/1345-16th-Ave-94122/unit-10/home/28441464,San Francisco MLS,421582319,N,Y,37.7628409,-122.4741597
MLS Listing,,Single Family Residential,1358 28th Ave,SAN FRANCISCO,CA,94122,1188000,2,1.0,SAN FRANCISCO,1350,3000,1924,1,880,,Active,August-7-2021 01:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1358-28th-Ave-94122/home/1137661,MLSListings,ML81857073,N,Y,37.7620572,-122.4864045
MLS Listing,,Condo/Co-op,3448 Balboa St #2,San Francisco,CA,94121,1295000,3,2.0,San Francisco,1480,2466,2011,1,875,300,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3448-Balboa-St-94121/unit-2/home/69371325,San Francisco MLS,421580306,N,Y,37.7759369,-122.495968
MLS Listing,,Condo/Co-op,785 Golden Gate Ave #403,San Francisco,CA,94102,699000,1,1.0,San Francisco,1162,6900,1983,1,602,480,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/785-Golden-Gate-Ave-94102/unit-403/home/1136033,San Francisco MLS,421572274,N,Y,37.7803482,-122.423456
MLS Listing,,Condo/Co-op,1450 Franklin St #606,San Francisco,CA,94109,1550000,2,2.0,San Francisco,1273,12318,2017,1,1218,1027,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1450-Franklin-St-94109/unit-606/home/109297686,San Francisco MLS,421580197,N,Y,37.7881104,-122.4232776
MLS Listing,,Single Family Residential,571 Myra Way,San Francisco,CA,94127,2180000,4,4.5,San Francisco,1963,2169,1949,1,1111,,Active,August-8-2021 01:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/571-Myra-Way-94127/home/2011024,San Francisco MLS,421582012,N,Y,37.7386041,-122.45076
MLS Listing,,Condo/Co-op,851 Van Ness Ave #408,San Francisco,CA,94109,975000,2,2.0,San Francisco,1434,13170,2002,1,680,758,Active,August-7-2021 01:00 PM,August-7-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/851-Van-Ness-Ave-94109/unit-408/home/1234008,San Francisco MLS,421578432,N,Y,37.7835494,-122.4212867
MLS Listing,,Single Family Residential,832 Florida St,San Francisco,CA,94110,999988,4,2.0,Mission District,1920,,1900,1,521,,Active,,,http://www.redfin.com/CA/San-Francisco/832-Florida-St-94110/home/729949,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40961978,N,Y,37.7584984,-122.4108964
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 6C,San Francisco,CA,94102,898000,2,1.0,San Francisco,834,,2021,1,1077,613,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-6C/home/175990478,San Francisco MLS,421582249,N,Y,37.7808655,-122.4196054
MLS Listing,,Condo/Co-op,54 Woodward St Unit B,San Francisco,CA,94103,479000,1,1.0,San Francisco,399,1625,1907,1,1201,260,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/54-Woodward-St-94103/unit-B/home/45078962,San Francisco MLS,421581835,N,Y,37.769004,-122.421035
MLS Listing,,Condo/Co-op,555 Golden Gate Ave Unit 6I,San Francisco,CA,94102,729000,1,1.0,San Francisco,670,,2021,1,1088,573,Active,,,http://www.redfin.com/CA/San-Francisco/555-Golden-Gate-Ave-94102/unit-6I/home/175990325,San Francisco MLS,421582238,N,Y,37.7808655,-122.4196054
MLS Listing,,Single Family Residential,2 Marvel Ct,San Francisco,CA,94121,1750000,3,3.0,San Francisco,1959,2548,1957,1,893,,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2-Marvel-Ct-94121/home/1427263,San Francisco MLS,421581762,N,Y,37.7830712,-122.4926746
MLS Listing,,Single Family Residential,113 Hoffman Ave,San Francisco,CA,94114,1750000,1,1.5,San Francisco,,2250,1900,1,,,Active,August-6-2021 05:00 PM,August-6-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/113-Hoffman-94114/home/1993131,San Francisco MLS,421570849,N,Y,37.7528487,-122.4405863
MLS Listing,,Vacant Land,680 Egbert Ave,San Francisco,CA,94124,8000,0,,San Francisco,,5000,,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/680-Egbert-Ave-94124/home/110063046,San Francisco MLS,421581549,N,Y,37.7141189,-122.377015
MLS Listing,,Condo/Co-op,488 Folsom St #3703,San Francisco,CA,94105,1695000,1,1.5,San Francisco,916,,2019,1,1850,1574,Active,,,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-3703/home/166736707,San Francisco MLS,421582176,N,Y,37.7878074,-122.3943328
MLS Listing,,Condo/Co-op,488 Folsom St #4203,San Francisco,CA,94105,1775000,1,1.5,San Francisco,921,,2019,1,1927,1574,Active,,,http://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-4203/home/169571691,San Francisco MLS,421582171,N,Y,37.7878074,-122.3943328
MLS Listing,,Single Family Residential,251 - 253 Collingwood St,San Francisco,CA,94114,5495000,5,4.0,San Francisco,4015,3025,1891,1,1369,,Active,August-6-2021 02:30 PM,August-6-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/251-Collingwood-St-94114/home/1351579,San Francisco MLS,421579758,N,Y,37.7583671,-122.4355862
MLS Listing,,Condo/Co-op,233 Franklin St #208,San Francisco,CA,94102,999000,1,1.0,San Francisco,780,13254,2010,1,1281,655,Active,August-6-2021 04:30 PM,August-6-2021 05:30 PM,http://www.redfin.com/CA/San-Francisco/233-Franklin-St-94102/unit-208/home/40138587,San Francisco MLS,421581174,N,Y,37.7768306,-122.42153
MLS Listing,,Condo/Co-op,1701 Jackson St #206,San Francisco,CA,94109,1279000,2,2.0,San Francisco,1108,38432,2001,1,1154,852,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1701-Jackson-St-94109/unit-206/home/1870863,San Francisco MLS,421582142,N,Y,37.7936915,-122.4234902
MLS Listing,,Condo/Co-op,815 Tennessee St #303,San Francisco,CA,94107,1799000,3,2.0,San Francisco,,19971,2018,1,,747,Active,August-8-2021 01:00 PM,August-8-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/815-Tennessee-St-94107/unit-303/home/145300337,San Francisco MLS,421582102,N,Y,37.7614764,-122.3892934
MLS Listing,,Condo/Co-op,650 Delancey St #112,San Francisco,CA,94107,2350000,2,2.0,San Francisco,1851,61922,1996,1,1270,731,Active,August-8-2021 12:00 PM,August-8-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/650-Delancey-St-94107/unit-112/home/12396310,San Francisco MLS,421582103,N,Y,37.7828055,-122.3896538
MLS Listing,,Condo/Co-op,88 King St #1219,San Francisco,CA,94107,1649000,2,2.0,San Francisco,1115,82157,2000,1,1479,1127,Active,August-7-2021 11:00 AM,August-7-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/88-King-St-94107/unit-1219/home/12397359,San Francisco MLS,421579786,N,Y,37.7806744,-122.3892218
MLS Listing,,Single Family Residential,326 Madrid St,San Francisco,CA,94112,699000,2,1.0,San Francisco,,2500,1907,1,,,Active,August-8-2021 11:00 AM,August-8-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/326-Madrid-St-94112/home/1835789,San Francisco MLS,421579147,N,Y,37.7243721,-122.4309867
MLS Listing,,Single Family Residential,1346 Eddy St,San Francisco,CA,94115,1599000,3,2.0,San Francisco,,1117,2007,1,,,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1346-Eddy-St-94115/home/17305978,San Francisco MLS,421572672,N,Y,37.7818688,-122.4298723
MLS Listing,,Single Family Residential,1997 Alemany Blvd,San Francisco,CA,94112,999999,4,3.0,San Francisco,1484,2556,1957,1,674,,Active,August-11-2021 11:30 AM,August-11-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/1997-Alemany-Blvd-94112/home/1363670,BAREIS,421580422,N,Y,37.7201018,-122.4392703
MLS Listing,,Single Family Residential,2579 28th Ave,San Francisco,CA,94116,1200000,2,1.0,San Francisco,1425,2996,1938,1,842,,Active,August-8-2021 01:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2579-28th-Ave-94116/home/661677,San Francisco MLS,421581177,N,Y,37.7393083,-122.4853433
MLS Listing,,Single Family Residential,2531 Larkin St,San Francisco,CA,94109,6295000,4,5.0,San Francisco,3877,2648,1900,1,1624,,Active,August-8-2021 01:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2531-Larkin-St-94109/home/1947792,San Francisco MLS,421581726,N,Y,37.8012913,-122.4214615
MLS Listing,,Vacant Land,1326 Stanyan St,San Francisco,CA,94114,499000,0,,San Francisco,,2796,,1,,,Active,,,http://www.redfin.com/CA/San-Francisco/1326-Stanyan-St-94114/home/110056909,San Francisco MLS,421578867,N,Y,37.759108,-122.451162
MLS Listing,,Single Family Residential,1758 18th Ave,San Francisco,CA,94122,1795000,4,3.0,San Francisco,2398,2996,1937,1,749,,Active,August-8-2021 01:30 PM,August-8-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/1758-18th-Ave-94122/home/1173949,San Francisco MLS,421581711,N,Y,37.7550607,-122.4751729
MLS Listing,,Single Family Residential,177 Belgrave Ave,San Francisco,CA,94117,2995000,3,2.0,San Francisco,1920,6059,1973,1,1560,,Active,August-8-2021 11:00 AM,August-8-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/177-Belgrave-Ave-94117/home/1574519,San Francisco MLS,421578537,N,Y,37.7592887,-122.4510807
MLS Listing,,Multi-Family (2-4 Unit),4145 - 4151 Lawton St,San Francisco,CA,94122,1695000,4,2.0,San Francisco,3097,4499,1954,1,547,,Active,,,http://www.redfin.com/CA/San-Francisco/4145-Lawton-St-94122/home/1279519,San Francisco MLS,421580768,N,Y,37.7564528,-122.5074654
MLS Listing,,Condo/Co-op,445 Baker St Unit A,San Francisco,CA,94117,1175000,2,1.0,San Francisco,1106,2500,1900,1,1062,320,Active,August-7-2021 12:00 PM,August-7-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/445-Baker-St-94117/unit-A/home/2015877,San Francisco MLS,421577874,N,Y,37.775165,-122.441582
MLS Listing,,Single Family Residential,29 Harold Ave,San Francisco,CA,94112,1195000,2,1.5,San Francisco,1622,2809,1910,1,737,,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/29-Harold-Ave-94112/home/1512065,San Francisco MLS,421579606,N,Y,37.7192575,-122.4533033
MLS Listing,,Condo/Co-op,200 Townsend St #2,San Francisco,CA,94107,855000,0,,San Francisco,877,15768,2003,1,975,658,Active,,,http://www.redfin.com/CA/San-Francisco/200-Townsend-St-94107/unit-2/home/12399483,San Francisco MLS,421581513,N,Y,37.7789208,-122.3932323
MLS Listing,,Single Family Residential,85 Cerritos Ave,San Francisco,CA,94127,1695000,3,3.0,San Francisco,2399,4199,1952,1,707,3,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/85-Cerritos-Ave-94127/home/1647695,San Francisco MLS,421579668,N,Y,37.7261715,-122.468617
MLS Listing,,Condo/Co-op,300 Beale St #504,San Francisco,CA,94105,799000,1,1.0,San Francisco,754,35461,1937,1,1060,723,Active,August-7-2021 02:00 PM,August-7-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/300-Beale-St-94105/unit-504/home/12395851,San Francisco MLS,421580953,N,Y,37.7881762,-122.3925217
MLS Listing,,Single Family Residential,2924 Griffith St,San Francisco,CA,94124,729000,3,1.0,San Francisco,966,4996,1914,1,755,,Active,August-8-2021 02:00 PM,August-8-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2924-Griffith-St-94124/home/1534105,San Francisco MLS,421580297,N,Y,37.7167063,-122.3898399
